SPID,SID,PID,Quantity,Price,ShipDate
7112.0,227,151,9,421.67,2014-03-16
7113.0,132,859,65,220.3,2012-10-08
7114.0,673,70,35,17.57,2012-02-01
7115.0,819,1040,28,27.4,2012-11-27
7116.0,452,292,560,65.91,2015-01-11
7117.0,144,776,3,32.79,2013-05-04
7119.0,119,219,46,398.54,2012-05-14
7120.0,996,798,28,384.27,2014-09-20
7121.0,410,28,494,396.68,2014-05-10
7122.0,731,16,125,365.46,2013-10-14
7123.0,660,709,550,336.85,2014-09-26
7124.0,1100,1121,609,15.25,2013-04-19
7125.0,623,154,27,154.83,2014-07-04
7126.0,1048,66,113,305.22,2013-08-01
7127.0,850,555,53,405.0,2012-10-12
7128.0,1171,1092,289,397.78,2015-01-06
7130.0,678,770,568,31.89,2012-09-11
7131.0,755,656,487,254.22,2013-01-07
7132.0,791,428,428,213.1,2012-02-10
7133.0,536,595,485,105.42,2014-03-20
7134.0,586,1088,19,339.36,2013-12-25
7135.0,1106,352,653,260.48,2014-03-23
7136.0,55,245,694,377.42,2014-09-30
7137.0,717,961,198,171.21,2014-07-28
7138.0,59,1019,38,50.45,2013-09-20
7139.0,98,304,469,241.02,2013-06-12
7140.0,516,854,56,160.71,2012-10-31
7141.0,847,14,46,43.84,2013-04-17
7142.0,383,925,39,382.46,2014-01-07
7143.0,379,629,360,413.93,2013-04-14
7144.0,489,1019,20,240.86,2013-02-04
7145.0,235,413,56,130.05,2013-10-07
7146.0,497,1034,641,371.66,2013-06-03
7147.0,526,1189,230,306.36,2014-11-01
7148.0,257,643,9,444.81,2014-02-07
7149.0,242,635,42,48.44,2012-05-31
7150.0,104,918,2,240.67,2012-07-08
7151.0,698,154,565,212.1,2012-10-05
7152.0,974,426,91,281.37,2012-08-18
7153.0,71,235,44,438.96,2013-12-08
7154.0,626,1068,378,301.7,2013-08-27
7155.0,948,129,576,238.08,2012-12-30
7156.0,18,696,60,457.31,2013-09-14
7157.0,631,1022,29,440.31,2013-01-10
7158.0,749,169,62,135.2,2014-12-05
7159.0,1096,950,57,173.91,2014-12-07
7160.0,175,1065,254,188.1,2014-04-03
7161.0,537,754,435,382.71,2012-06-09
7162.0,243,288,64,111.18,2012-05-31
7163.0,1072,1101,8,194.63,2014-03-22
7164.0,142,592,184,125.5,2013-12-26
7165.0,4,148,334,26.22,2014-05-16
7166.0,830,497,305,151.96,2013-11-12
7167.0,690,1042,690,87.83,2014-12-06
7168.0,899,444,267,309.16,2012-12-20
7169.0,859,162,467,476.81,2012-06-18
7170.0,336,1141,644,105.98,2013-12-02
7171.0,181,293,402,110.51,2013-02-11
7172.0,103,1129,141,92.08,2013-11-07
7173.0,110,884,135,483.37,2013-05-24
7174.0,694,570,652,493.2,2012-05-31
7175.0,806,96,465,488.23,2012-02-22
7176.0,308,1142,15,330.55,2012-11-04
7177.0,1176,431,17,468.66,2012-09-11
7178.0,552,64,161,225.69,2014-04-13
7179.0,576,439,14,329.99,2013-11-16
7180.0,823,77,26,22.72,2013-03-08
7181.0,796,461,26,443.63,2013-04-11
7182.0,776,1018,330,104.01,2013-07-28
7183.0,633,1113,609,29.57,2014-01-17
7184.0,1059,350,13,260.26,2012-04-06
7185.0,689,104,23,215.9,2014-09-14
7186.0,218,1135,43,207.02,2012-06-17
7187.0,832,389,562,228.85,2013-03-09
7188.0,454,291,472,261.77,2012-01-27
7189.0,1140,923,10,160.03,2014-07-16
7190.0,1060,698,132,275.87,2012-08-02
7191.0,626,564,195,214.86,2013-10-11
7192.0,215,1162,382,262.06,2013-01-08
7193.0,846,786,454,134.33,2015-01-23
7194.0,651,651,68,256.95,2013-11-22
7195.0,230,1046,55,214.43,2013-10-18
7196.0,277,835,336,446.35,2013-01-19
7197.0,647,632,20,429.08,2014-10-31
7198.0,1160,695,2,290.49,2013-12-12
7199.0,1193,801,690,382.4,2015-02-04
7201.0,645,518,5,33.72,2014-11-04
7202.0,887,448,618,112.5,2013-03-29
7203.0,51,369,612,234.53,2014-07-22
7204.0,272,428,689,185.15,2012-09-14
7205.0,884,250,581,302.61,2013-05-14
7206.0,753,1062,50,64.23,2013-07-22
7207.0,448,634,470,199.47,2014-09-06
7208.0,385,872,45,179.76,2014-09-23
7209.0,459,1027,263,283.91,2012-01-16
7210.0,270,308,321,368.57,2013-09-22
7211.0,670,616,8,259.824016013485,2013-05-27
7212.0,431,657,136,395.89,2012-09-06
7213.0,803,907,18,455.85,2013-01-08
7214.0,1113,1115,25,281.09,2012-12-01
7215.0,927,1159,35,492.57,2015-01-31
7216.0,140,832,209,360.73,2012-11-02
7217.0,496,268,303,304.8,2013-11-15
7218.0,323,151,4,261.22,2013-04-05
7219.0,889,76,146,50.28,2012-06-08
7220.0,1177,31,18,217.83,2014-03-31
7221.0,1072,19,655,212.36,2013-03-29
7222.0,547,1041,609,119.39,2013-07-30
7223.0,1111,25,187,398.08,2012-09-11
7224.0,751,532,40,411.13,2013-08-05
7225.0,1174,101,620,435.13,2012-01-29
7226.0,781,301,38,234.29,2013-10-13
7227.0,196,282,254,294.04,2014-11-08
7228.0,1012,486,51,214.75,2014-05-12
7229.0,1100,1037,3,430.43,2013-12-22
7230.0,683,190,18,58.37,2014-10-22
7231.0,891,753,250,43.01,2013-02-17
7232.0,478,276,658,419.78,2013-04-05
7233.0,391,520,70,174.13,2012-05-09
7234.0,1024,483,420,329.11,2013-11-11
7235.0,1119,1060,201,467.11,2014-06-27
7236.0,111,1186,231,82.72,2014-04-26
7237.0,512,378,309,29.61,2012-06-14
7238.0,857,511,26,176.18,2012-09-25
7239.0,709,1021,58,79.35,2013-05-17
7240.0,383,248,65,82.25,2013-07-09
7241.0,569,879,57,99.84,2013-08-26
7242.0,133,565,189,293.11,2014-09-21
7243.0,1091,59,11,388.61,2015-01-16
7244.0,687,810,476,472.29,2013-02-23
7245.0,528,1163,30,356.42,2014-07-28
7246.0,1171,643,94,321.66,2012-06-03
7247.0,1139,896,497,200.17,2012-03-22
7248.0,1021,757,245,361.25,2014-05-16
7249.0,992,974,61,147.64,2012-10-23
7250.0,148,829,63,372.6,2013-01-04
7251.0,837,1160,20,28.32,2012-07-08
7252.0,1196,270,22,259.824016013485,2015-01-17
7253.0,621,1070,53,242.22,2012-06-08
7254.0,670,430,3,159.86,2014-07-25
7255.0,975,444,447,423.71,2015-01-26
7256.0,1022,617,647,348.54,2014-05-05
7257.0,231,942,7,157.86,2013-07-26
7258.0,220,1068,629,222.59,2013-12-22
7259.0,112,1129,694,291.71,2014-12-27
7260.0,71,906,256,108.51,2012-07-23
7261.0,623,1060,126,274.29,2012-06-18
7262.0,99,1030,42,93.97,2013-11-16
7263.0,198,598,18,70.33,2012-02-29
7264.0,705,944,85,50.79,2014-05-01
7265.0,750,790,13,429.84,2013-04-10
7266.0,120,1127,55,428.84,2012-09-22
7267.0,4,401,346,377.12,2012-02-23
7268.0,215,172,387,484.85,2014-04-05
7269.0,1041,680,12,319.69,2012-11-03
7270.0,766,212,202,70.41,2014-08-18
7271.0,38,964,343,358.92,2014-02-25
7272.0,12,160,673,144.08,2014-09-26
7274.0,1060,724,318,223.44,2013-04-04
7275.0,1113,385,72,231.95,2012-11-17
7276.0,37,920,43,113.82,2014-08-21
7277.0,256,733,1,317.78,2012-12-16
7278.0,386,1150,43,317.5,2015-01-06
7279.0,553,677,505,118.47,2013-04-22
7280.0,273,395,33,80.9,2013-02-05
7281.0,388,381,70,269.04,2013-04-13
7282.0,94,311,52,364.92,2012-03-14
7283.0,15,1055,3,470.18,2013-11-01
7284.0,182,124,346,356.45,2012-12-22
7285.0,403,649,346,339.58,2012-07-08
7286.0,156,37,651,92.18,2013-03-14
7287.0,979,1141,451,225.42,2013-08-28
7288.0,1031,276,135,231.9,2013-07-22
7289.0,1103,707,183,50.61,2013-06-06
7290.0,368,440,23,156.74,2012-06-27
7291.0,714,547,253,132.42,2012-07-23
7292.0,230,821,491,47.8,2014-03-08
7293.0,732,274,145,185.81,2012-08-10
7294.0,967,981,452,168.14,2014-08-05
7295.0,1099,12,116,304.92,2012-10-22
7296.0,1072,794,196,44.99,2014-12-10
7297.0,443,1000,46,350.11,2013-11-21
7298.0,924,69,6,72.24,2014-03-05
7299.0,247,697,633,46.63,2014-09-10
7300.0,1153,320,69,185.92,2014-07-20
7301.0,494,949,182,402.11,2014-09-06
7302.0,464,551,26,17.92,2012-05-04
7303.0,414,852,344,417.59,2014-01-28
7304.0,1006,741,337,404.52,2014-08-23
7305.0,822,686,17,263.88,2014-09-07
7306.0,152,16,146,480.75,2012-12-08
7307.0,97,980,522,22.2,2014-09-03
7308.0,216,1033,94,332.67,2012-11-08
7309.0,1089,168,1,307.32,2012-06-20
7310.0,123,755,60,114.6,2014-10-30
7311.0,927,32,22,142.08,2013-08-10
7312.0,1127,904,3,327.97,2012-09-15
7313.0,993,891,33,119.73,2012-02-25
7314.0,755,418,355,182.93,2013-03-04
7315.0,431,707,543,397.41,2013-03-01
7316.0,324,1100,242,370.18,2012-01-10
7317.0,977,325,190,413.64,2012-09-10
7318.0,307,615,48,266.26,2013-07-25
7319.0,1010,419,518,388.97,2013-09-29
7320.0,542,471,30,278.03,2015-01-15
7321.0,374,532,562,201.19,2014-10-09
7322.0,622,585,697,492.94,2012-02-21
7323.0,1044,538,568,227.68,2013-06-04
7325.0,1135,979,314,299.77,2015-01-08
7326.0,1179,14,13,110.42,2014-09-24
7327.0,621,31,70,259.46,2015-01-15
7328.0,109,619,12,281.68,2013-05-04
7329.0,615,812,216,253.27,2013-08-19
7330.0,1141,446,66,444.58,2012-05-27
7331.0,828,1113,174,128.1,2012-10-11
7332.0,543,750,3,339.43,2014-08-27
7333.0,521,1032,8,469.72,2012-12-29
7334.0,209,144,675,280.61,2013-11-08
7336.0,1136,690,380,144.64,2014-03-08
7337.0,1180,975,18,370.48,2014-10-20
7338.0,1163,477,28,223.24,2013-08-15
7339.0,1183,546,455,134.66,2012-03-25
7340.0,827,479,42,86.43,2012-02-26
7341.0,941,100,131,349.67,2013-05-25
7342.0,247,921,442,374.37,2013-06-03
7343.0,1132,369,2,189.7,2012-10-25
7344.0,1119,572,251,169.05,2013-08-20
7345.0,443,106,417,426.89,2013-08-10
7346.0,550,1110,51,303.66,2013-09-15
7347.0,327,70,21,256.79,2013-09-24
7348.0,610,734,47,312.64,2012-10-03
7349.0,661,1090,668,273.07,2014-11-10
7350.0,350,911,24,21.22,2012-01-06
7351.0,1167,533,255,161.01,2013-04-23
7352.0,1059,436,694,244.84,2012-08-21
7353.0,625,375,37,402.64,2013-06-01
7354.0,429,817,596,288.34,2012-07-06
7355.0,254,666,678,421.72,2014-11-18
7356.0,447,422,46,214.08,2014-06-01
7357.0,1174,511,57,151.47,2012-04-21
7358.0,694,1156,590,493.34,2014-04-14
7359.0,686,813,42,127.36,2012-09-12
7360.0,1096,786,668,237.61,2014-03-23
7361.0,130,116,239,426.05,2014-07-04
7362.0,640,1076,45,350.15,2012-09-10
7363.0,908,982,40,343.5,2012-09-23
7364.0,443,1195,28,128.48,2014-12-01
7365.0,1026,1162,313,406.27,2013-02-09
7366.0,1197,503,51,33.22,2013-11-15
7367.0,663,1163,63,484.13,2014-05-03
7368.0,489,453,130,331.85,2014-04-24
7369.0,28,1109,234,475.05,2012-07-18
7370.0,877,66,657,103.34,2012-09-20
7371.0,939,320,587,352.7,2013-08-12
7372.0,1120,628,210,216.7,2014-01-16
7373.0,350,920,59,244.91,2014-10-27
7375.0,1061,1098,86,269.76,2012-02-26
7376.0,873,798,45,377.29,2013-06-08
7377.0,206,1045,170,255.47,2014-02-19
7378.0,875,212,665,13.53,2014-01-20
7379.0,257,234,660,67.72,2012-01-07
7380.0,195,422,61,243.93,2013-05-16
7381.0,954,126,44,389.64,2013-07-31
7383.0,969,500,143,259.824016013485,2014-05-31
7384.0,979,1102,5,424.11,2014-06-26
7385.0,1192,849,311,118.63,2012-07-24
7386.0,617,213,199,451.97,2015-01-16
7387.0,416,987,40,204.86,2013-10-03
7388.0,464,1122,513,178.46,2014-06-21
7389.0,122,810,178,453.24,2013-03-12
7390.0,159,137,233,115.9,2012-01-23
7391.0,818,262,16,199.03,2014-04-17
7392.0,698,848,531,156.02,2015-01-22
7393.0,895,754,399,310.45,2013-02-28
7394.0,648,877,46,98.98,2012-04-18
7395.0,970,358,65,421.84,2012-09-08
7396.0,288,301,64,340.91,2013-03-07
7397.0,208,318,10,450.73,2014-08-16
7398.0,500,43,55,381.33,2012-12-25
7399.0,337,414,16,16.2,2013-02-19
7400.0,1003,127,39,303.98,2013-08-10
7401.0,936,41,666,294.46,2014-07-03
7402.0,1073,468,313,215.35,2013-04-27
7403.0,219,1194,200,109.44,2015-01-09
7404.0,452,857,22,426.78,2013-04-26
7405.0,1066,287,18,344.37,2012-08-22
7406.0,512,323,399,107.22,2014-12-09
7408.0,546,867,123,356.32,2012-10-31
7409.0,95,769,334,101.2,2012-01-04
7410.0,920,407,61,66.43,2012-03-13
7411.0,1014,282,434,281.22,2014-03-18
7412.0,739,1054,12,107.56,2015-01-18
7413.0,322,416,670,96.85,2013-06-14
7414.0,36,664,28,75.54,2014-12-16
7415.0,356,926,1,276.33,2013-03-10
7416.0,73,462,28,343.67,2014-07-29
7417.0,646,311,18,216.86,2013-01-09
7418.0,559,1,485,88.89,2014-10-15
7419.0,7,909,52,368.72,2013-04-24
7420.0,529,765,49,60.9,2013-08-22
7421.0,465,49,499,220.71,2013-04-03
7422.0,1174,250,445,193.9,2012-11-25
7423.0,1013,668,93,101.5,2013-07-03
7424.0,961,541,56,465.69,2013-05-25
7425.0,874,705,407,20.81,2013-05-31
7426.0,1141,552,64,247.73,2012-12-11
7427.0,1018,619,43,336.54,2014-12-02
7428.0,349,544,300,82.61,2012-11-07
7429.0,132,753,462,356.8,2012-09-27
7430.0,739,737,469,328.2,2014-12-18
7431.0,866,1135,57,162.26,2014-11-23
7432.0,998,435,16,420.76,2012-10-15
7433.0,609,169,460,227.25,2015-01-23
7434.0,533,656,646,158.89,2014-10-13
7435.0,682,1126,19,379.26,2012-02-15
7436.0,831,593,151,267.59,2013-01-06
7437.0,109,5,65,51.76,2012-06-12
7438.0,1067,980,128,187.55,2014-10-30
7439.0,50,975,3,225.66,2013-09-16
7440.0,1012,378,415,259.51,2013-05-11
7441.0,1135,11,20,176.0,2012-06-12
7442.0,942,1003,44,141.31,2014-12-04
7443.0,1004,940,113,359.01,2012-02-19
7444.0,245,956,604,335.76,2013-01-05
7445.0,526,227,427,95.28,2012-09-19
7446.0,950,430,43,477.43,2012-01-31
7447.0,789,141,21,420.07,2012-03-13
7449.0,110,954,598,388.19,2012-01-12
7450.0,1126,995,622,359.83,2012-05-16
7451.0,1168,386,150,156.48,2014-04-09
7452.0,867,1154,341,223.22,2014-02-18
7453.0,432,1047,32,33.95,2013-09-22
7454.0,203,476,453,441.33,2012-10-09
7455.0,559,1199,24,382.33,2014-07-14
7456.0,681,201,624,308.28,2012-07-07
7457.0,493,437,653,316.92,2013-08-05
7458.0,665,179,643,398.31,2014-02-05
7459.0,252,478,54,74.7,2013-05-16
7460.0,3,849,347,446.16,2013-03-04
7461.0,904,832,324,270.62,2013-09-13
7462.0,491,976,224,450.73,2013-07-11
7463.0,489,826,614,439.46,2013-02-06
7464.0,38,155,13,340.94,2013-05-02
7465.0,732,563,109,323.31,2014-08-30
7466.0,802,829,27,179.53,2014-06-03
7467.0,123,20,406,372.19,2013-08-24
7468.0,708,821,473,421.29,2012-09-14
7469.0,958,661,188,236.82,2013-06-28
7470.0,1063,897,589,431.79,2013-05-16
7471.0,589,1155,645,301.62,2013-06-17
7472.0,1193,182,11,48.8,2014-10-09
7473.0,751,872,10,77.1,2013-01-10
7474.0,249,505,651,347.42,2012-01-07
7475.0,669,742,66,16.96,2014-11-22
7476.0,1011,1055,32,499.15,2013-03-21
7477.0,632,581,371,265.22,2012-08-19
7478.0,647,947,346,424.02,2012-11-03
7479.0,1167,320,501,326.85,2014-09-14
7480.0,852,1030,43,282.18,2013-02-24
7481.0,992,769,41,122.29,2012-10-19
7482.0,404,617,227,212.36,2014-11-11
7483.0,458,782,9,257.4,2014-09-27
7484.0,1010,175,37,296.7,2013-05-12
7485.0,767,850,641,305.62,2013-09-03
7486.0,774,895,42,391.51,2012-07-16
7487.0,354,401,482,398.13,2012-02-07
7488.0,711,13,24,291.68,2014-03-16
7489.0,634,703,25,83.46,2014-05-12
7490.0,393,1070,31,15.48,2013-05-21
7491.0,32,368,327,467.74,2014-05-12
7492.0,170,886,9,372.28,2013-07-31
7493.0,165,962,326,443.13,2014-12-30
7494.0,246,981,360,399.01,2013-02-22
7495.0,1156,1067,47,498.01,2012-10-30
7496.0,323,979,197,370.48,2013-10-28
7497.0,14,1154,404,274.56,2014-06-20
7498.0,232,652,123,475.8,2014-08-02
7499.0,695,636,261,443.21,2014-02-11
7500.0,1199,395,62,237.45,2014-12-16
7501.0,819,950,28,252.41,2013-03-02
7502.0,156,507,66,167.36,2013-10-01
7503.0,830,421,591,207.14,2013-03-31
7504.0,510,705,172,346.28,2013-11-16
7505.0,654,163,637,66.37,2014-04-25
7506.0,34,673,645,432.98,2013-10-30
7507.0,936,879,34,204.94,2012-02-26
7508.0,477,280,68,279.09,2015-01-19
7509.0,1171,107,56,499.99,2012-01-12
7510.0,1052,585,103,19.9,2012-11-09
7511.0,1078,1033,588,158.31,2012-11-18
7512.0,848,268,535,147.2,2012-12-18
7513.0,979,1082,236,74.35,2012-08-15
7514.0,334,821,187,30.38,2012-09-13
7515.0,821,1032,40,201.96,2012-08-21
7516.0,1017,65,535,497.21,2013-07-06
7517.0,874,472,70,252.44,2012-04-06
7518.0,349,53,64,489.4,2012-04-26
7519.0,1004,1181,69,148.48,2012-11-14
7520.0,136,1074,321,69.99,2013-03-21
7521.0,4,1070,24,93.45,2013-07-14
7522.0,232,869,400,290.82,2014-04-17
7523.0,1155,579,98,50.34,2014-07-30
7524.0,1177,948,62,361.97,2013-03-14
7525.0,978,1192,32,105.32,2012-09-07
7526.0,589,725,224,135.15,2013-04-04
7527.0,847,10,219,240.06,2014-03-30
7528.0,1024,344,59,13.95,2013-05-23
7529.0,219,751,52,145.4,2014-11-08
7530.0,861,893,5,467.33,2014-09-02
7531.0,723,706,58,451.72,2012-09-07
7532.0,613,801,130,145.11,2014-07-01
7533.0,1032,358,35,165.72,2012-01-16
7534.0,680,469,204,54.24,2012-07-02
7535.0,923,491,60,265.12,2015-01-16
7536.0,447,590,41,375.53,2012-07-17
7537.0,1136,972,167,417.29,2014-11-17
7538.0,586,265,194,383.4,2013-08-26
7539.0,1190,21,250,406.13,2014-07-03
7540.0,1135,11,9,213.58,2014-08-28
7541.0,363,846,47,487.63,2012-01-23
7542.0,1073,1053,53,419.2,2013-11-03
7543.0,738,642,371,451.66,2013-04-29
7544.0,965,1016,47,233.02,2012-12-17
7545.0,322,448,12,168.12,2012-08-25
7546.0,534,456,14,270.68,2012-03-15
7547.0,1154,833,37,464.12,2014-11-25
7548.0,699,1041,631,67.1,2013-04-13
7549.0,708,818,240,460.45,2012-09-15
7550.0,179,709,485,259.824016013485,2012-02-23
7551.0,1064,873,28,161.69,2012-04-18
7552.0,1024,236,528,463.32,2012-07-26
7553.0,348,75,34,82.75,2014-11-17
7554.0,1030,1019,51,336.88,2014-12-31
7555.0,597,734,9,405.1,2014-08-17
7556.0,876,230,26,158.71,2012-11-20
7557.0,170,714,371,236.35,2014-01-05
7558.0,335,59,3,301.27,2013-08-24
7559.0,377,989,16,486.73,2012-06-25
7560.0,935,784,152,366.97,2012-06-21
7561.0,84,642,257,219.28,2014-08-16
7562.0,278,233,9,129.98,2012-06-28
7563.0,982,190,37,448.22,2014-05-25
7564.0,261,865,34,435.88,2013-07-21
7565.0,1045,1023,32,365.62,2013-11-12
7566.0,1110,932,588,258.37,2013-12-20
7567.0,539,1145,397,458.13,2014-01-26
7568.0,472,264,9,485.58,2014-04-17
7569.0,53,347,66,63.47,2013-08-21
7570.0,494,12,385,464.47,2014-09-27
7571.0,413,61,13,137.09,2013-08-28
7572.0,693,82,244,18.47,2012-02-09
7573.0,697,10,99,24.52,2013-05-18
7574.0,770,1156,490,334.43,2012-01-31
7575.0,365,100,547,105.9,2012-05-21
7576.0,1096,338,423,397.38,2012-07-22
7577.0,1173,430,35,233.27,2014-02-18
7578.0,354,396,229,38.77,2014-10-26
7579.0,250,946,96,365.24,2012-03-16
7580.0,724,248,29,440.07,2014-02-20
7581.0,5,833,313,274.17,2012-06-12
7582.0,72,1185,41,304.19,2013-06-18
7583.0,705,605,44,379.17,2015-01-01
7584.0,735,940,272,300.74,2015-01-08
7585.0,976,907,70,29.98,2012-01-25
7586.0,72,86,46,149.16,2013-12-21
7587.0,1065,950,16,379.23,2015-01-06
7588.0,799,301,53,66.23,2012-03-31
7589.0,1092,993,447,305.97,2014-05-14
7590.0,862,631,12,443.75,2014-12-24
7591.0,1077,252,4,484.12,2012-02-29
7592.0,1088,447,38,29.94,2014-10-13
7593.0,944,450,480,307.83,2012-03-26
7594.0,323,31,45,407.96,2013-10-12
7595.0,606,65,477,208.63,2013-09-14
7596.0,369,230,70,302.15,2013-10-18
7597.0,267,455,41,151.08,2012-08-20
7598.0,697,36,493,219.89,2012-05-14
7599.0,354,468,345,45.55,2012-09-15
7600.0,1120,403,476,203.25,2014-01-24
7601.0,1178,574,69,473.89,2012-07-17
7602.0,594,609,492,368.38,2014-09-17
7603.0,738,933,197,50.25,2014-12-13
7604.0,1064,1150,8,429.73,2012-02-18
7605.0,571,241,395,35.32,2014-12-31
7606.0,106,920,38,98.01,2013-10-04
7608.0,853,756,410,32.16,2014-12-24
7609.0,319,701,53,66.66,2014-05-20
7610.0,1109,635,41,83.75,2015-01-15
7611.0,1090,700,681,162.67,2013-10-18
7612.0,143,91,53,114.44,2012-08-19
7613.0,372,350,12,249.35,2012-06-25
7614.0,440,965,631,73.12,2012-12-23
7615.0,183,956,324,188.83,2014-03-14
7616.0,1052,491,39,202.67,2012-07-27
7617.0,85,320,339,324.04,2014-04-13
7618.0,457,1090,153,140.44,2015-01-13
7619.0,722,908,106,393.82,2014-02-09
7620.0,682,154,7,107.76,2013-05-24
7621.0,717,823,30,218.99,2012-02-04
7622.0,184,1191,54,103.39,2013-02-21
7623.0,472,317,25,439.85,2014-03-01
7624.0,625,264,21,170.73,2012-03-08
7625.0,1134,521,662,396.17,2013-08-29
7626.0,339,26,82,196.44,2013-07-18
7627.0,3,286,28,275.11,2014-06-04
7628.0,396,109,41,498.4,2014-11-20
7629.0,634,1173,212,277.28,2013-02-12
7630.0,44,523,30,52.22,2013-05-28
7631.0,118,662,18,207.36,2012-07-06
7632.0,999,1105,419,406.3,2012-03-24
7633.0,439,743,1,179.77,2013-06-26
7634.0,921,1150,19,431.09,2013-04-17
7635.0,1050,882,563,308.28,2012-09-05
7636.0,1194,647,40,431.64,2013-04-11
7637.0,508,344,30,216.23,2013-10-18
7638.0,184,433,75,143.26,2014-09-12
7639.0,615,440,24,413.87,2012-08-22
7640.0,890,516,51,172.47,2014-11-10
7641.0,348,109,43,58.96,2014-08-03
7642.0,365,1069,23,263.76,2012-01-12
7643.0,782,1068,500,334.73,2012-01-09
7644.0,375,804,94,315.87,2013-10-30
7645.0,976,677,306,120.1,2014-12-22
7646.0,835,122,328,232.02,2014-11-01
7647.0,13,123,34,195.88,2014-09-11
7648.0,1145,37,470,497.72,2013-04-04
7649.0,1156,728,39,452.18,2014-03-03
7650.0,464,542,57,243.19,2014-01-03
7651.0,1011,312,39,347.81,2014-09-05
7652.0,68,690,454,355.01,2014-04-11
7653.0,852,1154,569,226.79,2013-03-12
7654.0,706,840,44,16.68,2013-03-10
7656.0,1180,189,13,492.66,2014-05-26
7657.0,261,334,25,301.35,2014-05-19
7658.0,957,914,473,329.03,2012-01-06
7659.0,864,301,58,144.06,2012-10-16
7660.0,901,1148,454,65.29,2013-08-10
7661.0,863,1167,50,168.91,2012-02-10
7662.0,30,1153,81,400.33,2012-03-10
7663.0,386,1028,167,190.0,2013-09-25
7664.0,676,930,212,279.04,2013-05-06
7665.0,809,1114,129,409.71,2013-05-22
7666.0,756,1132,314,286.44,2014-03-27
7667.0,494,57,515,354.49,2014-05-27
7668.0,237,623,25,107.53,2012-08-01
7669.0,611,381,18,445.9,2012-02-26
7670.0,1007,853,115,41.3,2014-01-02
7671.0,535,243,301,22.93,2013-03-30
7672.0,1175,338,404,259.824016013485,2013-05-07
7673.0,526,873,46,317.15,2014-12-05
7674.0,1016,45,55,131.23,2012-04-30
7675.0,697,157,37,271.52,2013-04-26
7676.0,1195,718,66,77.77,2013-07-23
7677.0,560,58,367,199.91,2012-07-02
7679.0,442,1098,514,443.69,2013-10-24
7680.0,813,666,685,124.93,2013-04-08
7681.0,1005,571,55,257.58,2014-09-16
7682.0,429,1121,68,464.06,2012-11-28
7683.0,1139,1163,14,305.74,2012-08-12
7684.0,290,877,61,97.58,2012-08-04
7685.0,421,861,67,97.48,2013-08-26
7686.0,1185,837,287,194.58,2014-03-31
7687.0,828,97,590,457.43,2014-07-29
7688.0,1040,1157,293,309.98,2013-01-25
7690.0,914,810,400,390.08,2013-08-19
7691.0,1098,194,328,385.67,2012-01-26
7692.0,813,1157,668,354.4,2013-11-11
7693.0,675,200,60,209.53,2014-10-12
7694.0,496,820,354,146.63,2012-02-05
7695.0,880,1044,475,83.31,2012-10-28
7696.0,309,498,180,474.39,2014-11-23
7697.0,1077,1127,5,420.58,2014-03-13
7698.0,583,705,402,296.53,2012-02-05
7699.0,140,963,436,38.66,2014-08-23
7700.0,439,493,46,416.29,2013-11-22
7701.0,389,262,58,452.28,2013-05-15
7702.0,732,596,161,498.08,2012-06-30
7703.0,562,278,53,242.53,2012-07-02
7704.0,704,131,378,150.52,2013-02-21
7705.0,745,794,594,179.19,2012-05-13
7706.0,209,227,373,215.22,2012-06-27
7707.0,978,334,43,167.44,2013-10-25
7708.0,976,1023,58,252.06,2014-06-16
7709.0,303,103,15,281.83,2014-04-04
7710.0,1073,611,251,17.76,2013-12-23
7711.0,1168,2,290,293.9,2014-08-17
7712.0,606,964,85,417.92,2012-07-22
7713.0,24,522,516,106.82,2012-04-08
7714.0,1105,236,572,259.824016013485,2013-04-10
7715.0,1022,470,28,366.09,2013-10-23
7716.0,921,383,28,406.8,2012-03-26
7717.0,667,704,553,469.71,2013-05-19
7718.0,962,42,9,254.49,2014-07-30
7719.0,614,543,6,279.13,2012-08-07
7720.0,365,479,1,74.56,2012-03-22
7721.0,991,700,8,336.08,2013-05-27
7722.0,13,687,51,134.1,2013-06-13
7723.0,924,178,533,365.59,2014-05-27
7724.0,701,759,26,411.95,2013-03-17
7725.0,37,826,451,313.01,2012-04-04
7726.0,977,451,22,133.43,2012-06-17
7727.0,87,997,44,392.99,2013-09-23
7728.0,563,1044,371,262.04,2012-11-08
7729.0,434,221,57,419.63,2012-11-20
7730.0,81,209,124,376.4,2012-07-24
7731.0,725,981,348,112.04,2013-08-13
7732.0,471,451,404,401.22,2012-07-28
7733.0,726,95,9,463.13,2014-10-05
7734.0,1144,179,248,248.23,2013-03-23
7735.0,638,228,149,476.43,2013-06-19
7736.0,948,478,13,493.58,2014-05-08
7737.0,643,1021,57,488.86,2012-10-01
7738.0,260,1083,54,409.77,2013-05-08
7739.0,453,573,36,144.51,2014-07-24
7741.0,731,1043,349,254.31,2012-07-03
7742.0,1177,468,400,105.0,2013-06-29
7743.0,789,154,615,314.47,2012-12-01
7744.0,1053,458,164,46.58,2014-08-18
7745.0,663,507,26,273.29,2012-02-29
7746.0,335,909,7,161.94,2014-02-05
7747.0,94,233,422,361.01,2013-11-05
7748.0,473,1168,502,168.16,2012-09-11
7749.0,104,532,447,450.74,2013-09-07
